DescricaoObraServico,CodigoObraServico,ValorObra,NomeOrgao,CidadeSedeOrgao,TipoSituacaoObra,AndamentoObraServico,NomeCredor,TipoIntervencao,TipoSetorBeneficiario,TipoRegimeExecução,TipoObraServico,TipoAcaoEngenharia,TipoCategoriaObraServico,Latitude,Longitude,CidadeObra,Populacao,CodigoIBGE,DataColeta
CONTRATAÇÃO DE EMPRESA PARA REFORMA E AMPLIAÇÃO DO HOSPITAL TEREZINHA LULA,400.003.2021,2075163.69,PREFEITURA MUNICIPAL DE JUCURUTU,JUCURUTU,CADASTRADA,,3R CONSTRUÇÕES LTDA EPP,OUTROS,OUTRO,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-6.04132,-37.02413,JUCURUTU,17692,2406106,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DO PROJETO DE URBANIZAÇÃO DO ANEL VIÁRIO DA AVENIDA MANOEL JANÚNCIO ETAPA 2, NO MUNICÍPIO DE JUCURUTU/RN",400.004.2021,193464.68,PREFEITURA MUNICIPAL DE JUCURUTU,JUCURUTU,CADASTRADA,,"WBEMPREENDIMENTOS, SERVIÇOS E COMERCIOEIRELI",PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.04536,-37.02814,JUCURUTU,17692,2406106,2021-07-23 19:06:31
"CONTRATAÇÃO DEEMPRESA PARA EXECUÇÃO DE PAVIMENTAÇÃOASFÁLTICA DE DIVERSAS RUAS DO MUNICÍPIO DEJUCURUTU/RN, ESPECIFICAMENTE DIQUES 01 E 02",400.005.2021,224289.38,PREFEITURA MUNICIPAL DE JUCURUTU,JUCURUTU,CADASTRADA,,TCPAV-TECNOLOGIA EM CONSTRUCAO E PAVIMENTACAO EIRELI,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.0378,-37.02199,JUCURUTU,17692,2406106,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES À CONSTRUÇÃO DE 02 (DUAS) QUADRAS DE ESPORTES DESCOBERTAS, NAS COMUNIDADES DO ARISCO DOS PIRES E LAJEDO GRANDE, NA ZONA RURAL DO MUNICÍPIO DE JUNDIÁ/RN",401.001.2021,248249.02,PREFEITURA MUNICIPAL DE JUNDIÁ,JUNDIÁ,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,DE ACORDO COM O CRONOGRAMA,RBS CONSTRUÇÕES E EMPREENDIMENTOS EIRELI EPP,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,QUADRA DE ESPORTE,OBRA,ESPORTE E LAZER,-6.28952,-35.34597,JUNDIÁ,3582,2406155,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES À REFORMA E MODERNIZAÇÃO DO GINÁSIO POLIESPORTIVO CECÍLIO PAULINO NETO NO MUNICÍPIO DE JUNDIÁ/RN.,401.003.2021,283582.22,PREFEITURA MUNICIPAL DE JUNDIÁ,JUNDIÁ,INICIADA,,ÍCONE ENGENHARIA EIRELI,REFORMA,ESPORTE,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.27048,-35.32588,JUNDIÁ,3582,2406155,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES À AMPLIAÇÃO DE 01 (UMA) UBS LOCALIZADA NO SÍTIO ARISCO DOS PIRES E 01 (UMA) UBS LOCALIZADA NO SÍTIO LAJEDO GRANDE, AMBAS DA ZONA RURAL – JUNDIÁ/RN.",401.004.2021,202450.55,PREFEITURA MUNICIPAL DE JUNDIÁ,JUNDIÁ,CADASTRADA,,DNS SERVIÇOS E LOCAÇÕES EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.28686,-35.3549,JUNDIÁ,3582,2406155,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES À CONSTRUÇÃO DE 01 (UM) COMPLEXO DE LAZER E TURISMO, A SER REALIZADO NO LOTEAMENTO NOVA JUNDIÁ, S/N, NO MUNICÍPIO DE JUNDIÁ/RN",401.002.2021,822431.62,PREFEITURA MUNICIPAL DE JUNDIÁ,JUNDIÁ,INICIADA,DE ACORDO COM O CRONOGRAMA,H & M CONSTRUÇOES LTDA EPP,CONSTRUÇÃO,TURISMO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.27707,-35.32813,JUNDIÁ,3582,2406155,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES À PAVIMENTAÇÃO EM PARALELEPÍPEDO CONVENCIONAL COM DRENAGEM SUPERFICIAL DE DIVERSAS RUAS NA ZONA URBANA DO MUNICÍPIO DE JUNDIÁ/RN.,401.005.2021,304000.6,PREFEITURA MUNICIPAL DE JUNDIÁ,JUNDIÁ,CADASTRADA,,D´LEON COMÉRICO E SERVIÇOS,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,RODOVIA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.28989,-35.32833,JUNDIÁ,3582,2406155,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES À CONSTRUÇÃO DE 01 (UMA) PRAÇA E INSTALAÇÃO DE ACADEMIA DA SAÚDE NA COMUNIDADE DE LAJEDO GRANDE, ZONA RURAL – JUNDIÁ/RN.",401.006.2021,102802.28,PREFEITURA MUNICIPAL DE JUNDIÁ,JUNDIÁ,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,,CONSTRUSERV LOCAÇÕES EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.30922,-35.34456,JUNDIÁ,3582,2406155,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUTAR TODAS AS ATIVIDADES INERENTES À CONSTRUÇÃO DE 01 (UMA) PRAÇA E INSTALAÇÃO DE ACADEMIA DA SAÚDE NA COMUNIDADE DE LAJEDO GRANDE, ZONA RURAL – JUNDIÁ/RN.",401.006.2021,102802.28,PREFEITURA MUNICIPAL DE JUNDIÁ,JUNDIÁ,CONCLUÍDA - COM TERMO DE RECEBIMENTO PROVISÓRIO,,CONSTRUSERV LOCAÇÕES EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.30922,-35.34456,JUNDIÁ,3582,2406155,2021-07-23 19:06:31
EXECUÇÃO DE REFORMA DOS CANTEIROS DA RUA FRANCISCO JANUÁRIO NO MUNICÍPIO DE LAGOA DE PEDRAS/RN,406.001.2021,,PREFEITURA MUNICIPAL DE LAGOA DE PEDRAS,LAGOA DE PEDRAS,CADASTRADA,,,REFORMA,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO DIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.15096,-35.43903,LAGOA DE PEDRAS,6989,2406304,2021-07-23 19:06:31
EXECUÇÃO DE REFORMA DOS CANTEIROS DA RUA FRANCISCO JANUÁRIO NO MUNICÍPIO DE LAGOA DE PEDRAS/RN,406.001.2021,,PREFEITURA MUNICIPAL DE LAGOA DE PEDRAS,LAGOA DE PEDRAS,CADASTRADA,,,REFORMA,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO DIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.15076,-35.43929,LAGOA DE PEDRAS,6989,2406304,2021-07-23 19:06:31
"EXECUÇÃO DE PAVIMENTAÇÃO EM PARALELEPÍPEDO CONVENCIONAL NA RUA PROJETADA Nº 06, NO CONJUNTO MONSENHOR XAVIER",406.002.2021,,PREFEITURA MUNICIPAL DE LAGOA DE PEDRAS,LAGOA DE PEDRAS,CADASTRADA,,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO DIRETA,DRENAGEM URBANA,OBRA,SANEAMENTO BÁSICO,-6.15748,-35.43957,LAGOA DE PEDRAS,6989,2406304,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO E DRENAGEM SUPERFICIAL DE DIVERSAS RUAS DO MUNICÍPIO DE LAGOA DE PEDRAS,406.003.2021,,PREFEITURA MUNICIPAL DE LAGOA DE PEDRAS,LAGOA DE PEDRAS,CADASTRADA,,,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.2151,-35.46388,LAGOA DE PEDRAS,6989,2406304,2021-07-23 19:06:31
PAVIMENTAÇÃO EM PARALELEPIPEDO DA RUA LATERAL AO CURRAL DO GADO,406.004.2021,,PREFEITURA MUNICIPAL DE LAGOA DE PEDRAS,LAGOA DE PEDRAS,CADASTRADA,,,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO DIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.15694,-35.4415,LAGOA DE PEDRAS,6989,2406304,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE RECAPEAMENTO ASFALTICO,406.005.2021,,PREFEITURA MUNICIPAL DE LAGOA DE PEDRAS,LAGOA DE PEDRAS,CADASTRADA,,,OUTROS,OUTRO,EXECUÇÃO DIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.1515,-35.43713,LAGOA DE PEDRAS,6989,2406304,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE OBRA DE RECAPEAMENTO ASFALTICO,406.005.2021,,PREFEITURA MUNICIPAL DE LAGOA DE PEDRAS,LAGOA DE PEDRAS,CADASTRADA,,,OUTROS,OUTRO,EXECUÇÃO DIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.1515,-35.43713,LAGOA DE PEDRAS,6989,2406304,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DAS OBRAS DE ENGENHARIA REFERENTE AMPLIAÇÃO DA ESCOLA MUNICIPAL MONSENHOR PAULO HERONCIO NO MUNICIPIO DE LAGOA NOVA/RN.,405.001.2021,470323.75,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,ENGSERV COMERCIO E TRANSPORTES LTDA,AMPLIAÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-6.10311,-36.54271,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DAS OBRAS DE ENGENHARIA REFERENTE À CONSTRUÇÃO DE UMA ACADEMIA DE SAÚDE INTERMEDIÁRIA NO MUNICÍPIO DE LAGOA NOVA/RN,405.002.2021,139246.04,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONSTRUTORA JVA LTDA ME,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,CENTRO COMUNITÁRIO,OBRA,ASSISTÊNCIA SOCIAL,-6.09997,-36.46232,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DA OBRA REFERENTE A CONSTRUÇÃO DE UMA UNIDADE BÁSICA DE SAÚDE DE ACORDO COM O PROJETO PADRONIZADO TIPO I NO MUNICIPIO DE LAGOA NOVA/RN.,405.003.2021,498502.04,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONSTRUTORA JVA LTDA ME,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.10048,-36.4615,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DA OBRA REFERENTE A CONSTRUÇÃO DE UMA UNIDADE BÁSICA DE SAÚDE NO SITIO BURACO DE LAGOA NO MUNICIPIO DE LAGOA NOVA/RN.,405.004.2021,0,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,MEDEIROS E QUEIROZ ENGENHARIA LTDA,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.09923,-36.53419,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DO PROJETO DE DRENAGEM E PAVIMENTAÇÃO DE VIAS PÚBLICAS, NO MUNICÍPIO DE LAGOA NOVA/RN.",405.008.2021,446742.03,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.09073,-36.47311,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DO PROJETO DE DRENAGEM E PAVIMENTAÇÃO DE VIAS PÚBLICAS, NO MUNICÍPIO DE LAGOA NOVA/RN.",405.008.2021,446742.03,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.08996,-36.474,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE REFORMA E AMPLIAÇÃO DO HOSPITAL MATERNIDADE GARIBALDI ALVES FILHO LOCALIZADA NO MUNICÍPIO DE LAGOA NOVA/RN.,405.009.2021,685922.22,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONSTRUTORA JVA LTDA ME,REFORMA E AMPLIAÇÃO,SAÚDE,EXECUÇÃO INDIRETA,HOSPITAL,OBRA,SAÚDE,-6.09261,-36.47426,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DO PROJETO DE ARQUITETURA DA REFORMA DO CENTRO ADMINISTRATIVO, PREFEITURA MUNICIPAL DE LAGOA NOVA/RN.",405.010.2021,257838.27,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,INICIADA,,CONSTRUTORA JVA LTDA ME,REFORMA,ADMINISTRAÇÃO CENTRAL,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.09708,-36.4675,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA REFERENTE A CONSTRUÇÃO DA ROTATÓRIA DE SANT’ANA NO ENTRONCAMENTO DA RN 041 COM A RN 087, NO MUNICÍPIO DE LAGOA NOVA/RN.",405.011.2021,60644.04,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONSTRUTORA JVA LTDA ME,CONSTRUÇÃO,TURISMO,EXECUÇÃO INDIRETA,PÓRTICO,OBRA,TURISMO,-6.08757,-36.52171,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DAS OBRAS DE ENGENHARIA REFERENTE AMPLIAÇÃO DA ESCOLA MUNICIPAL MONSENHOR PAULO HERONCIO NO MUNICIPIO DE LAGOA NOVA/RN.,405.012.2021,470323.75,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,CONSTRUTORA JVA LTDA ME,AMPLIAÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,ESCOLA,OBRA,EDUCAÇÃO E CULTURA,-6.10309,-36.54271,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO DE RUAS NO DISTRITO MANOEL DOMINGOS NO MUNICÍPIO DE LAGOA NOVA/RN.,405.005.2021,206360.8,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,ESTRADA VICINAL NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.11099,-36.58746,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO DE RUAS NO DISTRITO MANOEL DOMINGOS NO MUNICÍPIO DE LAGOA NOVA/RN.,405.005.2021,206360.8,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,ESTRADA VICINAL NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.11237,-36.58826,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO DE RUAS NO DISTRITO MANOEL DOMINGOS NO MUNICÍPIO DE LAGOA NOVA/RN.,405.005.2021,206360.8,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,ESTRADA VICINAL NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.11173,-36.58726,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS PARA CONCLUSÃO DA CONSTRUÇÃO DA CRECHE TIPO B – PROINFÂNCIA DE LAGOA NOVA/RN.,405.006.2021,156936.01,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,QUALITY ENGENHARIA LTDA,CONSTRUÇÃO,EDUCAÇÃO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-6.08978,-36.4688,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DO PROJETO DE ARQUITETURA PARA A CONSTRUÇÃO DE UMA QUADRA DESCOBERTA LOCALIZADA NO SÍTIO BURACO DE LAGOA, ZONA RURAL DO MUNICÍPIO DE LAGOA NOVA/RN.",405.007.2021,202765.65,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONSTRUTORA JVA LTDA ME,CONSTRUÇÃO,ESPORTE,EXECUÇÃO INDIRETA,QUADRA DE ESPORTE,OBRA,ESPORTE E LAZER,-6.10395,-36.54635,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DO PROJETO DE DRENAGEM E PAVIMENTAÇÃO DE VIAS PÚBLICAS, NO MUNICÍPIO DE LAGOA NOVA/RN.",405.008.2021,446742.03,PREFEITURA MUNICIPAL DE LAGOA NOVA,LAGOA NOVA,CADASTRADA,,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.09202,-36.47356,LAGOA NOVA,13983,2406502,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DAS OBRAS DE MELHORIAS SANITÁRIAS DOMICILIARES EM 47 RESIDENCIAIS NO MUNICÍPIO DE LAGOA DE SALGADA/RN,,,PREFEITURA MUNICIPAL DE LAGOA SALGADA,LAGOA SALGADA,PENDENTE DE ENVIO,,,CONSTRUÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-6.12203,-35.48606,LAGOA SALGADA,7564,2406601,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DAS OBRAS DE MELHORIAS SANITÁRIAS DOMICILIARES EM 47 RESIDENCIAIS NO MUNICÍPIO DE LAGOA DE SALGADA/RN,,,PREFEITURA MUNICIPAL DE LAGOA SALGADA,LAGOA SALGADA,PENDENTE DE ENVIO,,,CONSTRUÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-6.12151,-35.4863,LAGOA SALGADA,7564,2406601,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE PARA EXECUÇÃO DAS OBRAS DAS OBRAS DE MELHORIAS SANITÁRIAS DOMICILIARES EM 47 RESIDENCIAIS NO MUNICÍPIO DE LAGOA DE SALGADA/RN,408.001.2021,,PREFEITURA MUNICIPAL DE LAGOA SALGADA,LAGOA SALGADA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,,CONSTRUÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-6.12085,-35.48591,LAGOA SALGADA,7564,2406601,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA DE DRENAGEM E PAVIMENTAÇÃO DA RUA LUCIA MARIA FERREIRA NA CIDADE DE LAJES PINTADAS/RN.,407.001.2021,29982.35,PREFEITURA MUNICIPAL DE LAJES PINTADA,LAJES PINTADAS,CADASTRADA,,QUALITY ENGENHARIA LTDA,PAVIMENTAÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.15448,-36.11397,LAJES PINTADAS,4612,2406809,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE REFORMA E AMPLIAÇÃO DE SALAS DO POSTO DE SAÚDE DO CENTRO DA CIDADE DE LAJES PINTADAS/RN.,407.002.2021,,PREFEITURA MUNICIPAL DE LAJES PINTADA,LAJES PINTADAS,CADASTRADA,,,REFORMA E AMPLIAÇÃO,SAÚDE,EXECUÇÃO DIRETA,POSTO DE SAÚDE,OBRA,SAÚDE,-6.1496,-36.11759,LAJES PINTADAS,4612,2406809,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRA DE PAVIMENTAÇÃO COM PARALELEPÍPEDOS EM RUAS DE POVOADOS E COMUNIDADES NO MUNICÍPIO DE LUCRÉCIA/RN, CONFORME PROJETO.",409.023.2021,250105.75,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,,CM CONSTRUTORA EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.09717,-37.79897,LUCRÉCIA,3633,2406908,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRA DE PAVIMENTAÇÃO COM PARALELEPÍPEDOS EM RUAS DE POVOADOS E COMUNIDADES NO MUNICÍPIO DE LUCRÉCIA/RN, CONFORME PROJETO.",409.023.2021,250105.75,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,,CM CONSTRUTORA EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.14026,-37.80396,LUCRÉCIA,3633,2406908,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE OBRA DE PAVIMENTAÇÃO COM PARALELEPÍPEDOS EM RUAS DE POVOADOS E COMUNIDADES NO MUNICÍPIO DE LUCRÉCIA/RN, CONFORME PROJETO.",409.023.2021,250105.75,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,,CM CONSTRUTORA EIRELI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.14835,-37.80103,LUCRÉCIA,3633,2406908,2021-07-23 19:06:31
"REALIZAÇÃO DE OBRAS DE AMPLIAÇÃO DA UNIDADE BÁSICA DE SAÚDE MARIA LALÁ DA COSTA, ATRAVÉS DA CONSTRUÇÃO DE REPOUSOS E GARAGEM, CONFORME PROJETO.",409.001.2021,99803.17,PREFEITURA MUNICIPAL DE LUCRÉCIA,LUCRÉCIA,CADASTRADA,,CONSTRUART CONSTRUÇÕES PAVIMENTAÇÃO LTDA - ME,AMPLIAÇÃO,SAÚDE,EXECUÇÃO INDIRETA,UBS,OBRA,SAÚDE,-6.11681,-37.81414,LUCRÉCIA,3633,2406908,2021-07-23 19:06:31
